identifier	name	participants	participatingComplex	pubMedIdentifiers
R-HSA-110762	"U7 snRNP-specific Sm core complex [nucleoplasm]"	uniprot:P62304|uniprot:P62306|uniprot:Q969L4|uniprot:P62308|uniprot:P14678|uniprot:P83369|uniprot:P62318	-	2825355|11782445|11574479
R-HSA-110765	"U7 snRNP:ZNF473 [nucleoplasm]"	uniprot:Q8WTR7|uniprot:P62304|uniprot:P62306|uniprot:Q969L4|uniprot:P62308|uniprot:P14678|uniprot:P83369|uniprot:P62318	R-HSA-110762	8479907|11782445
R-HSA-110766	"Capped Intronless Histone pre-mRNA:CBP80:CBP20:SLBP:ZFP100 Complex [nucleoplasm]"	uniprot:Q14493|uniprot:P52298|uniprot:Q09161|uniprot:Q8WTR7|uniprot:P62304|uniprot:P62306|uniprot:Q969L4|uniprot:P62308|uniprot:P14678|uniprot:P83369|uniprot:P62318	R-HSA-110759|R-HSA-110758|R-HSA-77088|R-HSA-110765|R-HSA-110762	3022153
R-HSA-111235	"ADAR2 homodimer [nucleoplasm]"	uniprot:P78563	-	12618436|12840004
R-HSA-111236	"ADAR1 homodimer  [nucleoplasm]"	uniprot:P55265	-	12618436|12840004
R-HSA-1112513	"IL6:sIL6R:IL6RB:Activated JAKs [plasma membrane]"	uniprot:P05231|uniprot:P08887-2|uniprot:P40189|uniprot:P29597|uniprot:O60674|uniprot:P23458	R-HSA-1067687|R-HSA-1112556	-
R-HSA-1112515	"IL6 receptor hexamer:Activated JAKs [plasma membrane]"	uniprot:P05231|uniprot:P08887-2|uniprot:P40189|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887	-	11287676|9382798|11742534|8986719|8272873|8134389|7531704|18178840
R-HSA-1112524	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:Tyrosine phosphorylated STAT1,STAT3 [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:P42224|uniprot:P40763	R-HSA-1112594	7512451|8626374|7510216|8140422|8662795
R-HSA-1112525	"p-Y705-STAT3 dimer [nucleoplasm]"	uniprot:P40763	-	7512451|12554859|24470978|23434585|15919823|18848449
R-HSA-1112526	"p-Y705-STAT3 dimer [cytosol]"	uniprot:P40763	-	12832402|7512451|12554859|21098725|7510216|21447371|18848449
R-HSA-1112541	"p-Y701-STAT1 dimer [nucleoplasm]"	uniprot:P42224	-	-
R-HSA-1112548	"IL6:IL6RA:IL6RB:Activated JAKs [plasma membrane]"	uniprot:P08887|uniprot:P05231|uniprot:P40189|uniprot:P29597|uniprot:O60674|uniprot:P23458	R-HSA-1067638|R-HSA-1112556	-
R-HSA-1112555	"p-Y701-STAT1: p-Y-705-STAT3 [cytosol]"	uniprot:P42224|uniprot:P40763	-	-
R-HSA-1112556	"IL6RB:Activated JAKs [plasma membrane]"	uniprot:P40189|uniprot:P29597|uniprot:O60674|uniprot:P23458	-	-
R-HSA-1112563	"Tyrosine phosphorylated IL6ST:Activated JAKs [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458	-	-
R-HSA-1112570	"IL6:sIL6R:Tyrosine phosphorylated IL6ST:Activated JAKs [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P05231|uniprot:P08887-2	R-HSA-1112563|R-HSA-1067687	-
R-HSA-1112576	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:STAT1,STAT3 [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:P40763|uniprot:P42224	R-HSA-1112594	8662591|8662795
R-HSA-1112585	"IL6:IL6RA:Tyrosine phosphorylated IL6RB:Activated JAKs [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231	R-HSA-1112563|R-HSA-1067638	-
R-HSA-1112588	"IL6 receptor hexamer:JAKs [plasma membrane]"	uniprot:P08887|uniprot:P05231|uniprot:P40189|uniprot:P29597|uniprot:P23458|uniprot:O60674|uniprot:P08887-2	-	15895091|16741736|12829785|10494829|20554759
R-HSA-1112590	"p-Y701-STAT1:p-Y705-STAT3 [nucleoplasm]"	uniprot:P42224|uniprot:P40763	-	25992861|20519510
R-HSA-1112594	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2	-	7871433|7812050|16868551|8140422|8662591
R-HSA-111261	"Pol II transcription complex containing transcript to +30 [nucleoplasm]"	uniprot:Q92759|uniprot:P19447|uniprot:Q13889|uniprot:Q13888|uniprot:P32780|uniprot:Q6ZYL4|uniprot:P50613|uniprot:P51948|uniprot:P51946|uniprot:P18074|uniprot:P35269|uniprot:P13984|uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P52434|uniprot:P61218|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P62487|uniprot:P24928	R-HSA-109634|R-HSA-69221|R-HSA-71307|R-HSA-109631|R-HSA-113401	9353262|11433015|11486021|7601352
R-HSA-1112611	"POU5F1:SOX2:NANOG:ZSCAN10:PRDM14:SMAD2:SALL4:FOXP1-ES:POU5F1 gene [nucleoplasm]"	uniprot:Q9GZV8|uniprot:Q96SZ4|uniprot:Q9UJQ4|ensembl:ENSG00000204531|uniprot:Q15796|uniprot:Q13485|uniprot:P48431|uniprot:Q9H334-8|uniprot:Q9H9S0|uniprot:Q01860	R-HSA-206827	16153702|19829295|15988017|21630377|17068183|17567999|20505756|20505821|21924763|22215994|20953172|15860457
R-HSA-1112718	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:SOCS3 [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:O14543	R-HSA-1112594	11527983|9419338|12403768|9789053|10777583|12754505|10064597|9889194
R-HSA-1112744	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11:CBL [plasma membrane]"	uniprot:Q06124|uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:P22681	R-HSA-1112758|R-HSA-1112594	18519587
R-HSA-1112753	"IL6:Tyrosine phosphorylated hexameric IL-6 receptor:Activated JAKs:p-Y546,Y584-PTPN11 [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:Q06124	R-HSA-1112594	10409724|9285712|9794795|11684012
R-HSA-1112758	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11 [plasma membrane]"	uniprot:Q06124|uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2	R-HSA-1112594	14611646|7871433|10409724|8934572|12403768|9632795|19050043|9285712|17993263|9794795
R-HSA-1112759	"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:Tyrosine/serine phosphorylated STAT1/3 [plasma membrane]"	uniprot:P40189-1|uniprot:P29597|uniprot:O60674|uniprot:P23458|uniprot:P08887|uniprot:P05231|uniprot:P08887-2|uniprot:P40763|uniprot:P42224-1	R-HSA-1112594	10851062|11429693|10446219|9343414|14673173|9153303|19797267
R-HSA-111343	"Covalent CE:GMP intermediate complex [nucleoplasm]"	uniprot:O60942|uniprot:O00267|uniprot:Q92759|uniprot:P19447|uniprot:Q13889|uniprot:Q13888|uniprot:P32780|uniprot:Q6ZYL4|uniprot:P50613|uniprot:P51948|uniprot:P51946|uniprot:P18074|uniprot:O43148|uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P52434|uniprot:P61218|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P62487|uniprot:P35269|uniprot:P13984|chebi:17345	R-HSA-77061|R-HSA-109634|R-HSA-69221|R-HSA-113404|R-HSA-113716|R-HSA-109631	-
R-HSA-111408	"adenylosuccinate lyase tetramer [cytosol]"	uniprot:P30566	-	-
R-HSA-111428	"ATIC dimer [cytosol]"	uniprot:P31939	-	-
R-HSA-111481	"adenylosuccinate synthetase holoenzyme [cytosol]"	chebi:18420|uniprot:P30520	-	-
R-HSA-111482	"adenylosuccinate synthetase holoenzyme dimer [cytosol]"	chebi:18420|uniprot:P30520	R-HSA-111481	-
R-HSA-111483	"adenylosuccinate synthetase like 1 holoenzyme [cytosol]"	chebi:18420|uniprot:Q8N142	-	-
R-HSA-111484	"adenylosuccinate synthetase like 1 holoenzyme dimer [cytosol]"	chebi:18420|uniprot:Q8N142	R-HSA-111483	-
R-HSA-111583	"IMPDH1 tetramer [cytosol]"	uniprot:P20839	-	-
R-HSA-111591	"IMPDH2 tetramer [cytosol]"	uniprot:P12268	-	-
R-HSA-111682	"Mature Intronless transcript derived Histone mRNA:SLBP:CBP80:CBP20 [nucleoplasm]"	uniprot:Q14493|uniprot:P52298|uniprot:Q09161	-	8479907
R-HSA-111735	"RRM1 dimer [cytosol]"	uniprot:P23921	-	-
R-HSA-111737	"RRM2 dimer [cytosol]"	uniprot:P31350|chebi:29034	-	-
R-HSA-111794	"RRM2B dimer [cytosol]"	uniprot:Q7LG56|chebi:29034	-	18997010
R-HSA-111795	"RNR (M1M2B) [cytosol]"	uniprot:Q7LG56|chebi:29034|uniprot:P23921	R-HSA-111794|R-HSA-111735	18997010
R-HSA-111856	"Activated PLC beta 1/4 [plasma membrane]"	uniprot:P11488|uniprot:P08754|uniprot:P63096|uniprot:P19086|uniprot:P04899|uniprot:P19087|uniprot:P09471|uniprot:A8MTJ3|chebi:15996|uniprot:Q15147|uniprot:Q01970|uniprot:Q9NQ66|uniprot:Q00722	R-HSA-167438	16182515|11753430|15705797
R-HSA-111860	"Active PLA2:phosphatidylcholine [endoplasmic reticulum membrane]"	chebi:29108|uniprot:P47712|chebi:16110	-	9468497|11375391|1904318
R-HSA-111864	"G-protein alpha:GDP [plasma membrane]"	uniprot:P11488|uniprot:P08754|uniprot:P63096|uniprot:P19086|uniprot:P04899|uniprot:P19087|uniprot:P09471|uniprot:A8MTJ3|chebi:17552	-	7937899|8073283|1322796
R-HSA-111904	"p-S12.S13,T200-CAMK4:CALM1:4xCa2+ [nucleoplasm]"	chebi:29108|uniprot:P0DP23|uniprot:Q16566	R-HSA-629658	8702940
R-HSA-111911	"p-S133-CREB1 homodimer [nucleoplasm]"	uniprot:P16220	-	2900470|2146495
R-HSA-111922	"PKA tetramer [cytosol]"	uniprot:P13861|uniprot:P31323|uniprot:P10644|uniprot:P31321|uniprot:P17612|uniprot:P22694|uniprot:P22612	-	-
R-HSA-111923	"cAMP:PKA regulatory subunit [cytosol]"	uniprot:P13861|uniprot:P31323|uniprot:P10644|uniprot:P31321|chebi:17489	-	16407073
R-HSA-111965	"GRK2:CALM1:4xCa2+ [plasma membrane]"	uniprot:P0DP23|chebi:29108|uniprot:P25098	R-HSA-74294	11042191|9753452|8910504
R-HSA-111974	"Cam-PDE 1A homodimer [cytosol]"	uniprot:P54750	-	-
R-HSA-111975	"Cam-PDE 1B homodimer [cytosol]"	uniprot:Q01064	-	-
R-HSA-111976	"Cam-PDE 1C homodimer [cytosol]"	uniprot:Q14123	-	-
R-HSA-112002	"active PKC (alpha, gamma, delta) [cytosol]"	uniprot:P17252|uniprot:Q05655|uniprot:P05129|chebi:29108	-	-
R-HSA-112039	"Opioid:MOR [plasma membrane]"	uniprot:P01189|uniprot:P01213|uniprot:P35372	-	7905839|8208289
R-HSA-112045	"Capped Intronless Histone pre-mRNA:CBC:ZFP100 Complex [nucleoplasm]"	uniprot:P52298|uniprot:Q09161|uniprot:Q8WTR7|uniprot:P62304|uniprot:P62306|uniprot:Q969L4|uniprot:P62308|uniprot:P14678|uniprot:P83369|uniprot:P62318	R-HSA-110758|R-HSA-77088|R-HSA-110765|R-HSA-110762	3022153
R-HSA-112147	"RNA polymerase III:TFIIIB:TFIIIC:TFIIIA:Type 1 Open Promoter Complex [nucleoplasm]"	uniprot:Q12789|uniprot:Q969F1|uniprot:Q9UKN8|uniprot:Q9Y5Q9|uniprot:Q9Y5Q8|uniprot:Q8WUA4|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:Q9BUI4|uniprot:Q9H1D9|uniprot:O15318|uniprot:Q9BT43|uniprot:O15160|uniprot:P0DPB5|uniprot:Q9Y2Y1|uniprot:P53803|uniprot:P05423|uniprot:Q9NVU0|uniprot:O14802|uniprot:Q9NW08|uniprot:O75575|uniprot:Q9Y535|uniprot:Q92664|uniprot:A6H8Y1|uniprot:Q92994|uniprot:P20226	R-HSA-83698|R-HSA-83716|R-HSA-1964442|R-HSA-1964428|R-HSA-1964452|R-HSA-83719	-
R-HSA-112148	"RNA Polymerase III:TFIIIB:TFIIIC:Type 2 Open Promoter Complex [nucleoplasm]"	uniprot:Q12789|uniprot:Q969F1|uniprot:Q9UKN8|uniprot:Q9Y5Q9|uniprot:Q9Y5Q8|uniprot:Q8WUA4|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:Q9BUI4|uniprot:Q9H1D9|uniprot:O15318|uniprot:Q9BT43|uniprot:O15160|uniprot:P0DPB5|uniprot:Q9Y2Y1|uniprot:P53803|uniprot:P05423|uniprot:Q9NVU0|uniprot:O14802|uniprot:Q9NW08|uniprot:O75575|uniprot:Q9Y535|uniprot:A6H8Y1|uniprot:Q92994|uniprot:P20226	R-HSA-83698|R-HSA-83716|R-HSA-1964442|R-HSA-1964428|R-HSA-1964452|R-HSA-83719	-
R-HSA-112151	"RNA Polymerase III:TFIIIB:SNAPc:Type 3 Open Promoter Complex [nucleoplasm]"	uniprot:Q5SXM2|uniprot:Q13487|uniprot:O75971|uniprot:Q92966|uniprot:Q16533|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:Q9BUI4|uniprot:Q9H1D9|uniprot:O15318|uniprot:Q9BT43|uniprot:O15160|uniprot:P0DPB5|uniprot:Q9Y2Y1|uniprot:P53803|uniprot:P05423|uniprot:Q9NVU0|uniprot:O14802|uniprot:Q9NW08|uniprot:O75575|uniprot:Q9Y535|uniprot:A6H8Y1|uniprot:P20226|uniprot:Q9HAW0|uniprot:P52747|uniprot:P14859	R-HSA-83730|R-HSA-83716|R-HSA-1964442|R-HSA-1964428|R-HSA-1964452|R-HSA-83722	-
R-HSA-112159	"capped intronless pre-mRNA:CBC complex [nucleoplasm]"	uniprot:P52298|uniprot:Q09161	-	-
R-HSA-112160	"CPSF:capped intronless pre-mRNA:CBC complex [nucleoplasm]"	uniprot:O95639|uniprot:Q92797|uniprot:Q10570|uniprot:Q9P2I0|uniprot:Q9UKF6|uniprot:Q9C0J8|uniprot:Q6UN15|uniprot:P52298|uniprot:Q09161	R-HSA-71995|R-HSA-112159	2408761
R-HSA-112161	"CstF:CPSF:capped intronless pre-mRNA:CBC complex [nucleoplasm]"	uniprot:O95639|uniprot:Q92797|uniprot:Q10570|uniprot:Q9P2I0|uniprot:Q9UKF6|uniprot:Q9C0J8|uniprot:Q6UN15|uniprot:P52298|uniprot:Q09161|uniprot:Q05048|uniprot:P33240|uniprot:Q9H0L4|uniprot:Q12996	R-HSA-112160|R-HSA-71995|R-HSA-112159|R-HSA-72006	10371034
R-HSA-112162	"intronless pre-mRNA cleavage complex [nucleoplasm]"	uniprot:O95639|uniprot:Q92797|uniprot:Q10570|uniprot:Q9P2I0|uniprot:Q9UKF6|uniprot:Q9C0J8|uniprot:Q6UN15|uniprot:P52298|uniprot:Q09161|uniprot:Q05048|uniprot:P33240|uniprot:Q9H0L4|uniprot:Q12996|uniprot:Q92989|uniprot:O94913|uniprot:Q86U42|uniprot:P51003|uniprot:O43809|uniprot:Q8N684	R-HSA-112161|R-HSA-112160|R-HSA-71995|R-HSA-112159|R-HSA-72006|R-HSA-72020|R-HSA-72015	10371034
R-HSA-112164	"upstream mRNA fragment:CPSF:PAP:PABPN1 complex [nucleoplasm]"	uniprot:P52298|uniprot:Q86U42|uniprot:O95639|uniprot:Q92797|uniprot:Q10570|uniprot:Q9P2I0|uniprot:Q9UKF6|uniprot:Q9C0J8|uniprot:Q6UN15|uniprot:P51003|uniprot:Q09161	R-HSA-71995	10371034
R-HSA-112167	"Mature intronless derived mRNA complex [nucleoplasm]"	uniprot:P52298|uniprot:Q09161|uniprot:O95639|uniprot:Q92797|uniprot:Q10570|uniprot:Q9P2I0|uniprot:Q9UKF6|uniprot:Q9C0J8|uniprot:Q6UN15	R-HSA-77088|R-HSA-71995	10371034
R-HSA-112267	"UPP1 dimer [cytosol]"	uniprot:Q16831	-	19291308
R-HSA-112281	"CAMK4:CALM1:4xCa2+ [nucleoplasm]"	chebi:29108|uniprot:P0DP23|uniprot:Q16566	R-HSA-629658	12807427|9822657|8702940|15262966
R-HSA-112287	"IP3-gated Ca-channel type 1 (open) [endoplasmic reticulum membrane]"	chebi:16595|uniprot:Q14643	-	-
R-HSA-112288	"ITPR1 tetramer [endoplasmic reticulum membrane]"	uniprot:Q14643	-	-
R-HSA-112289	"IP3-gated Ca-channel type 2 (open) [endoplasmic reticulum membrane]"	chebi:16595|uniprot:Q14571	-	-
R-HSA-112290	"IP3-gated Ca-channel type 2 [endoplasmic reticulum membrane]"	uniprot:Q14571	-	-
R-HSA-112291	"IP3-gated Ca-channel type 3 (open) [endoplasmic reticulum membrane]"	uniprot:Q14573|chebi:16595	-	-
R-HSA-112292	"IP3-gated Ca-channel type 3 [endoplasmic reticulum membrane]"	uniprot:Q14573	-	-
R-HSA-112301	"Connexon 26 [plasma membrane]"	uniprot:P29033	-	9508761|16823880|12064594|11719551
R-HSA-112417	"FACT complex [nucleoplasm]"	uniprot:Q08945|uniprot:Q9Y5B9	-	8370526|15489290|9489704|11859374
R-HSA-112420	"DSIF complex [nucleoplasm]"	uniprot:P63272|uniprot:O00267	-	9450929|15489290|11859374
R-HSA-112424	"Elongin B:C complex [nucleoplasm]"	uniprot:Q15370|uniprot:Q15369	-	7660129|7660130|7660122
R-HSA-112425	"Elongin Complex [nucleoplasm]"	uniprot:Q3SY89|uniprot:A6NLF2|uniprot:Q14241|uniprot:Q8NG57|uniprot:Q8IYF1|uniprot:Q15370|uniprot:Q15369	R-HSA-112424	7660129|15489290|7660130|11859374|7660122
R-HSA-112431	"P-TEFb complex [nucleoplasm]"	uniprot:P50750|uniprot:O60563|uniprot:O75909|uniprot:O60583	-	15489290|11884399|11859374
R-HSA-112432	"NELF complex [nucleoplasm]"	uniprot:Q8IXH7|uniprot:P18615|uniprot:Q9H3P2|uniprot:Q8WX92	-	10199401|15489290|11859374
R-HSA-112433	"Elongation complex [nucleoplasm]"	uniprot:Q08945|uniprot:Q9Y5B9|uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P62487|uniprot:P24928|uniprot:P35269|uniprot:P13984|uniprot:Q8IXH7|uniprot:P18615|uniprot:Q9H3P2|uniprot:Q8WX92|uniprot:P55199|uniprot:P63272|uniprot:O00267|uniprot:Q9Y5B0|uniprot:Q96JC9|uniprot:Q9UHB7|uniprot:P42568|uniprot:P50750|uniprot:O60563|uniprot:O75909|uniprot:O60583|uniprot:Q96CJ1|uniprot:Q03111|uniprot:Q92759|uniprot:P19447|uniprot:Q13889|uniprot:Q13888|uniprot:P32780|uniprot:Q6ZYL4|uniprot:P50613|uniprot:P51948|uniprot:P51946|uniprot:P18074|uniprot:Q7KZ85|uniprot:P23193|uniprot:Q6PD62|uniprot:Q92541|uniprot:Q8N7H5|uniprot:Q6P1J9|uniprot:Q8WVC0|uniprot:Q9GZS3|uniprot:Q96ST2|uniprot:Q3SY89|uniprot:A6NLF2|uniprot:Q14241|uniprot:Q8NG57|uniprot:Q8IYF1|uniprot:Q15370|uniprot:Q15369	R-HSA-112417|R-HSA-113426|R-HSA-113425|R-HSA-109909|R-HSA-109631|R-HSA-112432|R-HSA-112420|R-HSA-112431|R-HSA-109634|R-HSA-69221|R-HSA-8866690|R-HSA-112425|R-HSA-112424	17234882|26659056|20159561|12676794|19952111
R-HSA-112479	"Elongating RNA Polymerase III Transcription Complex [nucleoplasm]"	uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:Q9BUI4|uniprot:Q9H1D9|uniprot:O15318|uniprot:Q9BT43|uniprot:O15160|uniprot:P0DPB5|uniprot:Q9Y2Y1|uniprot:P53803|uniprot:P05423|uniprot:Q9NVU0|uniprot:O14802|uniprot:Q9NW08|uniprot:O75575|uniprot:Q9Y535	R-HSA-83716|R-HSA-1964442|R-HSA-1964428|R-HSA-1964452	-
R-HSA-113401	"RNA Polymerase II holoenzyme complex (unphosphorylated) [nucleoplasm]"	uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P52434|uniprot:P61218|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P62487|uniprot:P24928	-	-
R-HSA-113403	"mRNA capping factors [nucleoplasm]"	uniprot:O60942|uniprot:O43148	-	9790902
R-HSA-113404	"RNA polymerase II (phosphorylated):TFIIF complex [nucleoplasm]"	uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P52434|uniprot:P61218|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P62487|uniprot:P35269|uniprot:P13984	R-HSA-113716|R-HSA-109631	23345524|15166247|19103666|15024032|22419818
R-HSA-113405	"RNA Polymerase II (phosphorylated):TFIIF:capped pre-mRNA [nucleoplasm]"	uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P52434|uniprot:P61218|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P62487|uniprot:P35269|uniprot:P13984	R-HSA-113404|R-HSA-113716|R-HSA-109631	9790902
R-HSA-113406	"RNA Pol II (hypophosphorylated) complex bound to DSIF protein [nucleoplasm]"	uniprot:P52298|uniprot:Q09161|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P30876|uniprot:P53803|uniprot:P19387|uniprot:O15514|uniprot:P62487|uniprot:P35269|uniprot:P13984|uniprot:Q9Y5B0|uniprot:P63272|uniprot:O00267	R-HSA-113715|R-HSA-77088|R-HSA-113427|R-HSA-109631|R-HSA-112420	9450929|12653964
R-HSA-113408	"DSIF:NELF:early elongation complex [nucleoplasm]"	uniprot:Q8IXH7|uniprot:P18615|uniprot:Q9H3P2|uniprot:Q8WX92|uniprot:P52298|uniprot:Q09161|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P30876|uniprot:P53803|uniprot:P19387|uniprot:O15514|uniprot:P62487|uniprot:P35269|uniprot:P13984|uniprot:Q9Y5B0|uniprot:P63272|uniprot:O00267	R-HSA-112432|R-HSA-113406|R-HSA-113715|R-HSA-77088|R-HSA-113427|R-HSA-109631|R-HSA-112420	11940650
R-HSA-113410	"Aborted early elongation complex [nucleoplasm]"	uniprot:Q8IXH7|uniprot:P18615|uniprot:Q9H3P2|uniprot:Q8WX92|uniprot:P52298|uniprot:Q09161|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P30876|uniprot:P53803|uniprot:P19387|uniprot:O15514|uniprot:P62487|uniprot:P35269|uniprot:P13984|uniprot:Q9Y5B0|uniprot:P63272|uniprot:O00267	R-HSA-112432|R-HSA-113406|R-HSA-113715|R-HSA-77088|R-HSA-113427|R-HSA-109631|R-HSA-112420	10916156|12676794
R-HSA-113425	"RNA Polymerase II holoenzyme complex (hyperphosphorylated):TFIIF complex [nucleoplasm]"	uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P62487|uniprot:P24928|uniprot:P35269|uniprot:P13984	R-HSA-109909|R-HSA-109631	-
R-HSA-113426	"Early elongation complex with hyperphosphorylated Pol II CTD [nucleoplasm]"	uniprot:P30876|uniprot:P19388|uniprot:P53803|uniprot:P19387|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:O15514|uniprot:P36954|uniprot:P52435|uniprot:P62487|uniprot:P24928|uniprot:P35269|uniprot:P13984|uniprot:Q8IXH7|uniprot:P18615|uniprot:Q9H3P2|uniprot:Q8WX92|uniprot:P55199|uniprot:P63272|uniprot:O00267|uniprot:Q9Y5B0|uniprot:Q96JC9|uniprot:Q9UHB7|uniprot:P42568|uniprot:P50750|uniprot:O60563|uniprot:O75909|uniprot:O60583|uniprot:Q96CJ1|uniprot:Q03111	R-HSA-113425|R-HSA-109909|R-HSA-109631|R-HSA-112432|R-HSA-112420|R-HSA-112431	20159561|9857195|10733565
R-HSA-113427	"RNA Polymerase II holoenzyme complex (hypophosphorylated):TFIIF complex [nucleoplasm]"	uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P30876|uniprot:P53803|uniprot:P19387|uniprot:O15514|uniprot:P62487|uniprot:P35269|uniprot:P13984	R-HSA-109631	-
R-HSA-113453	"Paused RNA Polymerase III Transcription Complex [nucleoplasm]"	uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:Q9BUI4|uniprot:Q9H1D9|uniprot:O15318|uniprot:Q9BT43|uniprot:O15160|uniprot:P0DPB5|uniprot:Q9Y2Y1|uniprot:P53803|uniprot:P05423|uniprot:Q9NVU0|uniprot:O14802|uniprot:Q9NW08|uniprot:O75575|uniprot:Q9Y535	R-HSA-83716|R-HSA-1964442|R-HSA-1964428|R-HSA-1964452	8308883
R-HSA-113637	"Cyclin B:CDK1:ORC:origin of replication [nucleoplasm]"	uniprot:P14635|uniprot:P06493|uniprot:Q9UBD5|uniprot:O43913|uniprot:O43929|uniprot:Q13416|uniprot:Q9UJA3|uniprot:Q9Y5N6|uniprot:Q13415	R-HSA-75032|R-HSA-68540|R-HSA-176970	-
R-HSA-113646	"RB1:RNA primer-DNA primer:origin duplex with DNA damage [nucleoplasm]"	uniprot:P06400	R-ALL-113656	11003670|14527418|17991896
R-HSA-113648	"Aborted replication complex [nucleoplasm]"	uniprot:Q01094|uniprot:Q14188|uniprot:Q14186|uniprot:P06400	R-HSA-68653|R-HSA-113646|R-ALL-113656	-
R-HSA-113715	"RNA Pol II (hypophosphorylated):capped pre-mRNA complex [nucleoplasm]"	uniprot:P52298|uniprot:Q09161|uniprot:P19388|uniprot:P62875|uniprot:P61218|uniprot:P52434|uniprot:P36954|uniprot:P52435|uniprot:P24928|uniprot:P30876|uniprot:P53803|uniprot:P19387|uniprot:O15514|uniprot:P62487|uniprot:P35269|uniprot:P13984|uniprot:Q9Y5B0	R-HSA-77088|R-HSA-113427|R-HSA-109631	12370301|9765293
